source_word,target_word,source_pos,target_pos,morpheme,type,segments
tisíc,tisící,N,J,í,suffix,"('tisíc', '#í')"
pohostinný,pohostinnost,J,N,ost,suffix,"('pohoštění', '#ný', '#ost')"
litina,litinový,N,J,ový,suffix,"('lít', '#ina', '#ový')"
smeč,smečovat,N,V,ovat,suffix,"('smeč', '#ovat')"
ždímat,vyždímat,V,V,vy,prefix,"('vy#', 'ždímat')"
ždímat,ždímačka,V,N,čka,suffix,"('ždímat', '#čka')"
honit,honička,V,N,čka,suffix,"('hon', '#it', '#čka')"
kyberpunk,kyberpunkový,N,J,ový,suffix,"('kyberpunk', '#ový')"
předat,předaný,V,J,aný,suffix,"('pře#', 'dát', '#aný')"
přání,přáníčko,N,N,čko,suffix,"('přát', '#ání', '#čko')"
pravděpodobný,pravděpodobně,J,R,ě,suffix,"('pravděpodobný', '#ě')"
horolezec,horolezectví,N,N,ctví,suffix,"('horolezec', '#ství')"
děkovat,děkovný,V,J,ný,suffix,"('děkovat', '#ný')"
úvod,úvodní,N,J,ní,suffix,"('úvod', '#ní')"
úvod,úvodník,N,N,ník,suffix,"('úvod', '#ník')"
ženit,oženit,V,V,o,prefix,"('o#', 'žena', '#it')"
ženit,vyženit,V,V,vy,prefix,"('vy#', 'žena', '#it')"
kriket,kriketový,N,J,ový,suffix,"('kriket', '#ový')"
kroupa,kroupový,N,J,ový,suffix,"('kroupa', '#ový')"
vytrvat,vytrvalý,V,J,lý,suffix,"('vy#', 'trvat', '#lý')"
vytrvat,vytrvání,V,N,ání,suffix,"('vy#', 'trvat', '#ání')"
otáčet,otáčení,V,N,ení,suffix,"('otáčet', '#ení')"
překážka,překážkový,N,J,ový,suffix,"('překážet', '#ka', '#ový')"
kázeň,kázeňský,N,J,ský,suffix,"('kázeň', '#ský')"
překladatel,překladatelský,N,J,ský,suffix,"('pře#', 'klást', '#tel', '#ský')"
kutit,vykutit,V,V,vy,prefix,"('vy#', 'kutit')"
kutit,nakutit,V,V,na,prefix,"('na#', 'kutit')"
kutit,okutit,V,V,o,prefix,"('o#', 'kutit')"
kutit,skutit,V,V,s,prefix,"('s#', 'kutit')"
kutit,ukutit,V,V,u,prefix,"('u#', 'kutit')"
klít,klení,V,N,ení,suffix,"('klít', '#ení')"
klít,kletba,V,N,tba,suffix,"('klít', '#ba')"
klít,zaklít,V,V,za,prefix,"('za#', 'klít')"
foukat,foukání,V,N,ání,suffix,"('foukat', '#ání')"
foukat,nafoukat,V,V,na,prefix,"('na#', 'foukat')"
foukat,pofoukat,V,V,po,prefix,"('po#', 'foukat')"
foukat,rozfoukat,V,V,roz,prefix,"('roz#', 'foukat')"
foukat,vyfoukat,V,V,vy,prefix,"('vy#', 'foukat')"
foukat,zafoukat,V,V,za,prefix,"('za#', 'foukat')"
znárodnit,znárodnění,V,N,ní,suffix,"('znárodnit', '#ní')"
zdědit,zděděný,V,J,ěný,suffix,"('z#', 'děd', '#a', '#it', '#ěný')"
mlít,namlít,V,V,na,prefix,"('na#', 'mlít')"
mlít,umlít,V,V,u,prefix,"('u#', 'mlít')"
mlít,rozemlít,V,V,roze,prefix,"('roze#', 'mlít')"
řeřicha,řeřichový,N,J,ový,suffix,"('řeřicha', '#ový')"
odůvodnit,odůvodnění,V,N,ní,suffix,"('odůvodnit', '#ní')"
koncepce,koncepční,N,J,ní,suffix,"('koncepce', '#ní')"
pirát,pirátský,N,J,ský,suffix,"('pirát', '#ský')"
knihkupec,knihkupecký,N,J,cký,suffix,"('knihkupec', '#cký')"
bezmyšlenkovitý,bezmyšlenkovitě,J,R,ě,suffix,"('bezmyšlenkovitý', '#ě')"
produkce,produkční,N,J,ní,suffix,"('produkce', '#ní')"
kontrola,kontrolní,N,J,ní,suffix,"('kontrola', '#ní')"
podědit,poděděný,V,J,ěný,suffix,"('po#', 'děd', '#a', '#it', '#ěný')"
fúze,fúzní,N,J,ní,suffix,"('fúze', '#ní')"
aerodynamika,aerodynamický,N,J,cký,suffix,"('aerodynamika', '#cký')"
provaz,provázek,N,N,ek,suffix,"('provaz', '#ek')"
Balkán,Balkánec,N,N,ec,suffix,"('Balkán', '#ec')"
vyhlásit,vyhlášený,V,J,ený,suffix,"('vy#', 'hlásit', '#ený')"
zplacatit,zplacatění,V,N,ní,suffix,"('zplacatit', '#ní')"
chapadlo,chapadlový,N,J,ový,suffix,"('chápat', '#dlo', '#ový')"
žíravý,žíravina,J,N,ina,suffix,"('žíravý', '#ina')"
šavle,šavlovat,N,V,ovat,suffix,"('šavle', '#ovat')"
zaměnit,zaměnitelný,V,J,telný,suffix,"('za#', 'měna', '#it', '#telný')"
pás,pásek,N,N,ek,suffix,"('pás', '#ek')"
pás,páska,N,N,ka,suffix,"('pás', '#ka')"
stříhat,ostříhat,V,V,o,prefix,"('o#', 'stříhat')"
improvizovat,zaimprovizovat,V,V,za,prefix,"('za#', 'improvizovat')"
improvizovat,improvizovaný,V,J,aný,suffix,"('improvizovat', '#aný')"
sprchovat,osprchovat,V,V,o,prefix,"('o#', 'sprcha', '#ovat')"
sprchovat,vysprchovat,V,V,vy,prefix,"('vy#', 'sprcha', '#ovat')"
štuk,štukovat,N,V,ovat,suffix,"('štuk', '#ovat')"
Troja,Trojan,N,N,an,suffix,"('Troja', '#an')"
stanovit,stanova,V,N,a,suffix,"('stanovit', '#a')"
odzbrojit,odzbrojení,V,N,ení,suffix,"('od#', 'z#', 'brojit', '#ení')"
menší,nejmenší,J,J,nej,prefix,"('nej#', 'menší')"
mlátit,domlátit,V,V,do,prefix,"('do#', 'mlátit')"
mlátit,pomlátit,V,V,po,prefix,"('po#', 'mlátit')"
mlátit,umlátit,V,V,u,prefix,"('u#', 'mlátit')"
mlátit,mlátička,V,N,čka,suffix,"('mlátit', '#čka')"
sterilní,sterilnost,J,N,ost,suffix,"('sterilní', '#ost')"
náramek,náramkový,N,J,ový,suffix,"('na#', 'rámě', '#ový')"
lechtat,polechtat,V,V,po,prefix,"('po#', 'lechtat')"
lechtat,lechtání,V,N,ání,suffix,"('lechtat', '#ání')"
obyvatelný,obyvatelnost,J,N,ost,suffix,"('o#', 'bývat', '#telný', '#ost')"
tep,tepový,N,J,ový,suffix,"('tep', '#ový')"
instrukce,instrukční,N,J,ní,suffix,"('instrukce', '#ní')"
tlumit,přitlumit,V,V,při,prefix,"('při#', 'tlumit')"
tlumit,utlumit,V,V,u,prefix,"('u#', 'tlumit')"
hřešit,zhřešit,V,V,z,prefix,"('z#', 'hřešit')"
fytologie,fytologický,N,J,cký,suffix,"('fytologie', '#cký')"
hrnout,odhrnout,V,V,od,prefix,"('od#', 'hrnout')"
hrnout,rozhrnout,V,V,roz,prefix,"('roz#', 'hrnout')"
smyčec,smyčcový,N,J,ový,suffix,"('smyčec', '#ový')"
minimalizovat,zminimalizovat,V,V,z,prefix,"('z#', 'minimalizovat')"
trhat,natrhat,V,V,na,prefix,"('na#', 'trhat')"
trhat,otrhat,V,V,o,prefix,"('o#', 'trhat')"
trhat,roztrhat,V,V,roz,prefix,"('roz#', 'trhat')"
implicitní,implicitně,J,R,ě,suffix,"('implicitní', '#ě')"
improvizace,improvizační,N,J,ní,suffix,"('improvizace', '#ní')"
asociace,asociační,N,J,ní,suffix,"('asociace', '#ní')"
fňukavý,fňukavě,J,R,ě,suffix,"('fňukavý', '#ě')"
telegraf,telegrafický,N,J,cký,suffix,"('telegraf', '#cký')"
telegraf,telegrafista,N,N,ista,suffix,"('telegraf', '#ista')"
telegraf,telegrafní,N,J,ní,suffix,"('telegraf', '#ní')"
telegraf,telegrafovat,N,V,ovat,suffix,"('telegraf', '#ovat')"
palice,paličák,N,N,ák,suffix,"('palice', '#ák')"
šrot,šrotovat,N,V,ovat,suffix,"('šrot', '#ovat')"
podrobný,podrobnost,J,N,ost,suffix,"('po#', 'drobit', '#ný', '#ost')"
rýt,vyrýt,V,V,vy,prefix,"('vy#', 'rýt')"
rýt,zarýt,V,V,za,prefix,"('za#', 'rýt')"
rýt,orýt,V,V,o,prefix,"('o#', 'rýt')"
pojednat,pojednání,V,N,ání,suffix,"('po#', 'jednat', '#ání')"
příjezd,příjezdový,N,J,ový,suffix,"('příjezd', '#ový')"
oklamat,oklamaný,V,J,aný,suffix,"('o#', 'klamat', '#aný')"
cynik,cynický,N,J,cký,suffix,"('cynik', '#ský')"
euforie,euforický,N,J,cký,suffix,"('euforie', '#cký')"
plazma,plazmový,N,J,ový,suffix,"('plazma', '#ový')"
zranit,zranění,V,N,ní,suffix,"('z#', 'ranit', '#ní')"
zranit,zraněný,V,J,ěný,suffix,"('z#', 'ranit', '#ěný')"
uprchlík,uprchlický,N,J,cký,suffix,"('uprchlík', '#cký')"
zóna,zónový,N,J,ový,suffix,"('zóna', '#ový')"
zobecnit,zobecnění,V,N,ní,suffix,"('z#', 'obec', '#ný', '#ní')"
zobecnit,zobecněný,V,J,ěný,suffix,"('z#', 'obec', '#ný', '#ěný')"
šibal,šibalský,N,J,ský,suffix,"('šibal', '#ský')"
metař,metařský,N,J,ský,suffix,"('mést', '#ař', '#ský')"
galaktický,mezigalaktický,J,J,mezi,prefix,"('mezi#', 'galaktický')"
infrastruktura,infrastrukturní,N,J,ní,suffix,"('infrastruktura', '#ní')"
zarovnat,zarovnání,V,N,ání,suffix,"('za#', 'rovný', '#at', '#ání')"
vyšívat,vyšívání,V,N,ání,suffix,"('vyšívat', '#ání')"
isoglosa,isoglosový,N,J,ový,suffix,"('isoglosa', '#ový')"
milionář,multimilionář,N,N,multi,prefix,"('multi#', 'milion', '#ář')"
shnít,shnilý,V,J,lý,suffix,"('s#', 'hnít', '#lý')"
slibovat,naslibovat,V,V,na,prefix,"('na#', 'slib', '#ovat')"
vléct,dovléct,V,V,do,prefix,"('do#', 'vléct')"
vléct,navléct,V,V,na,prefix,"('na#', 'vléct')"
vléct,povléct,V,V,po,prefix,"('po#', 'vléct')"
vléct,provléct,V,V,pro,prefix,"('pro#', 'vléct')"
vléct,vyvléct,V,V,vy,prefix,"('vy#', 'vléct')"
vléct,zavléct,V,V,za,prefix,"('za#', 'vléct')"
Stalingrad,Stalingradec,U,N,ec,suffix,"('Stalingrad', '#ec')"
okluziva,okluzivní,N,J,ní,suffix,"('okluziva', '#ní')"
kreslíř,kreslířka,N,N,ka,suffix,"('kreslit', '#íř', '#ka')"
oprat,opraný,V,J,aný,suffix,"('oprat', '#aný')"
manžeta,manžetový,N,J,ový,suffix,"('manžeta', '#ový')"
munice,muniční,N,J,ní,suffix,"('munice', '#ní')"
vazák,vazákový,N,J,ový,suffix,"('vaz', '#ák', '#ový')"
farmář,farmářský,N,J,ský,suffix,"('farma', '#ář', '#ský')"
pitvat,rozpitvat,V,V,roz,prefix,"('roz#', 'pitvat')"
dávka,dávkovat,N,V,ovat,suffix,"('dávka', '#ovat')"
rolák,rolákový,N,J,ový,suffix,"('rolák', '#ový')"
rolák,roláček,N,N,ek,suffix,"('rolák', '#ek')"
rychta,rychtář,N,N,ář,suffix,"('rychta', '#ář')"
hrabat,nahrabat,V,V,na,prefix,"('na#', 'hrabat')"
hrabat,podhrabat,V,V,pod,prefix,"('pod#', 'hrabat')"
hrabat,vyhrabat,N,V,vy,prefix,"('vy#', 'hrabat')"
hrabat,zahrabat,N,V,za,prefix,"('za#', 'hrabat')"
šlehat,našlehat,V,V,na,prefix,"('na#', 'šlehat')"
grilovat,grilovaný,V,J,aný,suffix,"('gril', '#ovat', '#aný')"
radikalizovat,zradikalizovat,V,V,z,prefix,"('z#', 'radikalizovat')"
polygrafie,polygrafický,N,J,cký,suffix,"('polygrafie', '#cký')"
obal,obalový,N,J,ový,suffix,"('obal', '#ový')"
střihnout,zastřihnout,V,V,za,prefix,"('za#', 'střihat', '#nout')"
střihnout,odstřihnout,V,V,od,prefix,"('od#', 'střihat', '#nout')"
střihnout,přestřihnout,V,V,pře,prefix,"('pře#', 'střihat', '#nout')"
střihnout,ustřihnout,V,V,u,prefix,"('u#', 'střihat', '#nout')"
střihnout,vystřihnout,V,V,vy,prefix,"('vy#', 'střihat', '#nout')"
střihnout,sestřihnout,V,V,se,prefix,"('se#', 'střihat', '#nout')"
střihnout,nastřihnout,V,V,na,prefix,"('na#', 'střihat', '#nout')"
pohltit,pohlcený,V,J,ený,suffix,"('pohltit', '#ený')"
tajuplný,tajuplnost,J,N,ost,suffix,"('tajuplný', '#ost')"
makroekonomie,makroekonomický,N,J,cký,suffix,"('makro#', 'ekonom', '#ie', '#cký')"
stavit,dostavit,V,V,do,prefix,"('do#', 'stavit')"
stavit,nadstavit,V,V,nad,prefix,"('nad#', 'stavit')"
stavit,obstavit,V,V,ob,prefix,"('ob#', 'stavit')"
stavit,odstavit,V,V,od,prefix,"('od#', 'stavit')"
stavit,podstavit,V,V,pod,prefix,"('pod#', 'stavit')"
stavit,přestavit,V,V,pře,prefix,"('pře#', 'stavit')"
stavit,přistavit,V,V,při,prefix,"('při#', 'stavit')"
stavit,rozestavit,V,V,roze,prefix,"('roze#', 'stavit')"
stavit,stavba,V,N,ba,suffix,"('stavět', '#ba')"
kosmologický,kosmologicky,J,R,y,suffix,"('kosmolog', '#ie', '#cký', '#y')"
solidární,solidárnost,J,N,ost,suffix,"('solidární', '#ost')"
znásilnit,znásilnění,V,N,ní,suffix,"('z#', 'na#', 'síla', '#ný', '#it', '#ní')"
vydědit,vydědění,V,N,ní,suffix,"('vy#', 'děd', '#a', '#it', '#ní')"
příhrada,příhradový,N,J,ový,suffix,"('příhrada', '#ový')"
zdůvodnit,zdůvodnění,V,N,ní,suffix,"('zdůvodnit', '#ní')"
probudit,probuzení,V,N,ení,suffix,"('pro#', 'budit', '#ení')"
pulz,pulzovat,N,V,ovat,suffix,"('pulz', '#ovat')"
analogický,analogicky,J,R,y,suffix,"('analogie', '#cký', '#y')"
bezradný,bezradnost,J,N,ost,suffix,"('bezradný', '#ost')"
nástup,nástupní,N,J,ní,suffix,"('na#', 'stoupat', '#ní')"
anatomický,anatomicky,J,R,y,suffix,"('anatom', '#ie', '#cký', '#y')"
odčinit,odčinění,V,N,ní,suffix,"('od#', 'čin', '#it', '#ní')"
škubat,oškubat,V,V,o,prefix,"('o#', 'škubat')"
létat,létání,V,N,ání,suffix,"('létat', '#ání')"
aplikovat,aplikovaný,V,J,aný,suffix,"('aplikovat', '#aný')"
drbat,podrbat,V,V,po,prefix,"('po#', 'drbat')"
trn,trní,N,J,í,suffix,"('trn', '#í')"
trn,trnový,N,J,ový,suffix,"('trn', '#ový')"
trn,trnovník,N,N,ovník,suffix,"('trn', '#ovník')"
trn,trnitý,N,J,itý,suffix,"('trn', '#itý')"
ocenit,ocenění,V,N,ní,suffix,"('o#', 'cena', '#it', '#ní')"
povyk,povykovat,N,V,ovat,suffix,"('povyk', '#ovat')"
zakokrhat,zakokrhání,V,N,ání,suffix,"('za#', 'kokrhat', '#ání')"
zatracený,zatraceně,J,R,ě,suffix,"('za#', 'tratit', '#ený', '#ě')"
zaváhat,zaváhání,V,N,ání,suffix,"('za#', 'váhat', '#ání')"
maximalizovat,zmaximalizovat,V,V,z,prefix,"('z#', 'maximalizovat')"
zaměřit,zaměření,V,N,ení,suffix,"('za#', 'měřit', '#ení')"
tleskat,zatleskat,V,V,za,prefix,"('za#', 'tleskat')"
tleskat,roztleskat,V,V,roz,prefix,"('roz#', 'tleskat')"
abstraktní,abstraktnost,J,N,ost,suffix,"('abstrakt', '#ní', '#ost')"
abstraktní,abstraktně,J,R,ě,suffix,"('abstrakt', '#ní', '#ě')"
jednotlivý,jednotlivost,J,N,ost,suffix,"('jednota', '#livý', '#ost')"
šukat,zašukat,V,V,za,prefix,"('za#', 'šukat')"
šukat,vyšukat,V,V,vy,prefix,"('vy#', 'šukat')"
integrovat,zaintegrovat,V,V,za,prefix,"('za#', 'integrovat')"
louže,loužička,N,N,ička,suffix,"('louže', '#ička')"
louže,loužička,N,N,čka,suffix,"('louže', '#ička')"
štvát,štváč,V,N,č,suffix,"('štvát', '#č')"
štvát,štvaný,V,J,aný,suffix,"('štvát', '#aný')"
divize,divizní,N,J,ní,suffix,"('divize', '#ní')"
mrazit,rozmrazit,V,V,roz,prefix,"('roz#', 'mrazit')"
rubín,rubínový,N,J,ový,suffix,"('rubín', '#ový')"
marný,marně,J,R,ě,suffix,"('mařit', '#ný', '#ě')"
rozvážný,rozvážně,J,R,ě,suffix,"('rozvážný', '#ě')"
rozvážný,rozvážnost,J,N,ost,suffix,"('rozvážný', '#ost')"
fašistický,protifašistický,J,J,proti,prefix,"('proti#', 'fašista', '#ický')"
kvasit,kvašení,V,N,ení,suffix,"('kvas', '#it', '#ení')"
kvasit,kvasinka,V,N,ka,suffix,"('kvas', '#it', '#ka')"
razit,prorazit,N,N,pro,prefix,"('pro#', 'razit')"
smazat,smazaný,V,J,aný,suffix,"('s#', 'mazat', '#aný')"
smazat,smazání,V,N,ání,suffix,"('s#', 'mazat', '#ání')"
pórobeton,pórobetonový,N,J,ový,suffix,"('pórobeton', '#ový')"
tůň,tůňka,N,N,ka,suffix,"('tůň', '#ka')"
úhrn,úhrnný,N,J,ný,suffix,"('ú#', 'hrnout', '#ný')"
přednost,přednostní,N,J,ní,suffix,"('přední', '#ost', '#ní')"
objektivní,objektivnost,J,N,ost,suffix,"('objektiv', '#ní', '#ost')"
běhoun,běhounový,N,J,ový,suffix,"('běh', '#oun', '#ový')"
citace,citační,N,J,ní,suffix,"('citovat', '#ace', '#ní')"
bouřit,vzbouřit,V,V,vz,prefix,"('vz#', 'bouře', '#it')"
bouřit,pobouřit,V,V,po,prefix,"('po#', 'bouře', '#it')"
aktualizovat,aktualizovaný,V,J,aný,suffix,"('aktualizovat', '#aný')"
gerontologie,gerontologický,N,J,cký,suffix,"('gerontologie', '#cký')"
mlýn,mlýnský,N,J,ský,suffix,"('mlýn', '#ský')"
mlýn,mlýnek,N,N,ek,suffix,"('mlýn', '#ek')"
mlýn,mlýnovka,N,N,ovka,suffix,"('mlýn', '#ovka')"
mlýn,mlýnice,N,N,ice,suffix,"('mlýn', '#ice')"
slíva,slívový,N,J,ový,suffix,"('slíva', '#ový')"
zubní,mezizubní,J,J,mezi,prefix,"('mezi#', 'zub', '#ní')"
liposukce,liposukční,N,J,ní,suffix,"('liposukce', '#ní')"
guláš,gulášový,N,J,ový,suffix,"('guláš', '#ový')"
Olomouc,Olomoucko,N,N,cko,suffix,"('Olomouc', '#cko')"
Olomouc,Olomoucko,N,N,ko,suffix,"('Olomouc', '#cko')"
střídat,vystřídat,V,V,vy,prefix,"('vy#', 'střídat')"
střídat,prostřídat,V,V,pro,prefix,"('pro#', 'střídat')"
střídat,střídání,V,N,ání,suffix,"('střídat', '#ání')"
odcizit,odcizení,V,N,ení,suffix,"('odcizit', '#ení')"
ředit,naředit,V,V,na,prefix,"('na#', 'ředit')"
ředit,ředění,V,N,ní,suffix,"('ředit', '#ní')"
ředit,ředěný,V,J,ěný,suffix,"('ředit', '#ěný')"
zařídit,zařízený,V,J,ený,suffix,"('za#', 'řídit', '#ený')"
zařídit,zařízení,V,N,ení,suffix,"('za#', 'řídit', '#ení')"
vřít,vyvřít,V,V,vy,prefix,"('vy#', 'vřít')"
přesčas,přesčasový,N,J,ový,suffix,"('přesčas', '#ový')"
čepec,čepeček,N,N,ek,suffix,"('čepec', '#ek')"
igelit,igelitka,N,N,ka,suffix,"('igelit', '#ka')"
aproximace,aproximační,N,J,ní,suffix,"('aproximace', '#ní')"
leštit,naleštit,V,V,na,prefix,"('na#', 'leštit')"
pájet,pájedlo,V,N,dlo,suffix,"('pájet', '#dlo')"
pájet,pájecí,V,J,cí,suffix,"('pájet', '#cí')"
plsť,plsťený,N,J,ný,suffix,"('plsť', '#ný')"
autoritativní,autoritativně,J,R,ě,suffix,"('autoritativní', '#ě')"
sušit,dosušit,V,V,do,prefix,"('do#', 'sušit')"
sušit,sušák,V,N,ák,suffix,"('sušit', '#ák')"
sušit,sušený,V,J,ený,suffix,"('sušit', '#ený')"
sušit,sušička,V,N,čka,suffix,"('sušit', '#čka')"
sušit,usušit,V,V,u,prefix,"('u#', 'sušit')"
impulzivní,impulzivně,J,R,ě,suffix,"('impulzivní', '#ě')"
mrkat,mrkání,V,N,ání,suffix,"('mrkat', '#ání')"
mrkat,zamrkat,V,V,za,prefix,"('za#', 'mrkat')"
instruktor,instruktorský,N,J,ský,suffix,"('instruktor', '#ský')"
odpojit,odpojení,V,N,ení,suffix,"('od#', 'pojit', '#ení')"
plout,přeplout,V,V,pře,prefix,"('pře#', 'plout')"
plout,proplout,V,V,pro,prefix,"('pro#', 'plout')"
plout,vyplout,V,V,vy,prefix,"('vy#', 'plout')"
matrika,matriční,N,J,ní,suffix,"('matrika', '#ní')"
matrika,matrikář,N,N,ář,suffix,"('matrika', '#ář')"
kokrhat,kokrhání,V,N,ání,suffix,"('kokrhat', '#ání')"
hašteřivý,hašteřivě,J,R,ě,suffix,"('hašteřit', '#ivý', '#ě')"
restartovat,restartování,V,N,ání,suffix,"('re#', 'start', '#ovat', '#ání')"
ročenka,novoročenka,N,N,novo,prefix,"('novo#', 'rok', '#enka')"
věštit,věštění,V,N,ní,suffix,"('věštit', '#ní')"
nořit,vnořit,V,V,v,prefix,"('v#', 'nořit')"
nořit,zanořit,V,V,za,prefix,"('za#', 'nořit')"
zředit,zředěný,V,J,ěný,suffix,"('z#', 'ředit', '#ěný')"
zavlažovat,zavlažování,V,N,ání,suffix,"('zavlažovat', '#ní')"
rostlinopis,rostlinopisný,N,J,ný,suffix,"('rostlinopis', '#ný')"
stojan,stojánek,N,N,ek,suffix,"('stojan', '#ek')"
zahájit,zahájení,V,N,ení,suffix,"('zahájit', '#ení')"
šlechtit,šlechtění,V,N,ní,suffix,"('šlechta', '#it', '#ní')"
šlechtit,šlechtitel,V,N,tel,suffix,"('šlechta', '#it', '#tel')"
šlechtit,vyšlechtit,V,V,vy,prefix,"('vy#', 'šlechta', '#it')"
šlechtit,ušlechtit,V,V,u,prefix,"('u#', 'šlechta', '#it')"
šlechtit,ošlechtit,V,V,o,prefix,"('o#', 'šlechta', '#it')"
šlechtit,našlechtit,V,V,na,prefix,"('na#', 'šlechta', '#it')"
vyhodnotit,vyhodnocený,V,J,ený,suffix,"('vy#', 'hod', '#ný', '#ota', '#it', '#ený')"
vyhodnotit,vyhodnotitelný,V,J,telný,suffix,"('vy#', 'hod', '#ný', '#ota', '#it', '#telný')"
korupce,korupční,N,J,ní,suffix,"('korupce', '#ní')"
součást,součástka,N,N,ka,suffix,"('sou#', 'část', '#ka')"
hrozit,pohrozit,V,V,po,prefix,"('po#', 'hrozit')"
hrozit,zahrozit,V,V,za,prefix,"('za#', 'hrozit')"
účinkovat,účinkující,V,J,ující,suffix,"('účinek', '#ovat', '#ující')"
tyč,tyčový,N,J,ový,suffix,"('tyč', '#ový')"
píchat,opíchat,V,V,o,prefix,"('o#', 'píchat')"
hořlavý,hořlavost,J,N,ost,suffix,"('hořlavý', '#ost')"
garáž,garážový,N,J,ový,suffix,"('garáž', '#ový')"
sankce,sankční,N,J,ní,suffix,"('sankce', '#ní')"
třást,potřást,V,V,po,prefix,"('po#', 'třást')"
třást,přetřást,V,V,pře,prefix,"('pře#', 'třást')"
třást,setřást,V,V,se,prefix,"('se#', 'třást')"
třást,zatřást,V,V,za,prefix,"('za#', 'třást')"
sladit,osladit,V,V,o,prefix,"('o#', 's#', 'lad', '#it')"
sladit,přesladit,V,V,pře,prefix,"('pře#', 's#', 'lad', '#it')"
sladit,sladění,V,N,ní,suffix,"('s#', 'lad', '#it', '#ní')"
zlobit,nazlobit,V,V,na,prefix,"('na#', 'zlý', '#oba', '#it')"
zlobit,pozlobit,V,V,po,prefix,"('po#', 'zlý', '#oba', '#it')"
zlobit,vyzlobit,V,V,vy,prefix,"('vy#', 'zlý', '#oba', '#it')"
stuha,stužka,N,N,ka,suffix,"('stuha', '#ka')"
miliardář,miliardářský,N,J,ský,suffix,"('miliarda', '#ář', '#ský')"
drobit,drobek,V,N,ek,suffix,"('drobit', '#ek')"
drobit,drobný,V,J,ný,suffix,"('drobit', '#ný')"
drobit,nadrobit,V,V,na,prefix,"('na#', 'drobit')"
drobit,rozdrobit,V,V,roz,prefix,"('roz#', 'drobit')"
adekvátní,adekvátnost,J,N,ost,suffix,"('adekvátní', '#ost')"
vzácný,vzácně,J,R,ě,suffix,"('vzácný', '#ě')"
-ule,-ulák,N,N,ák,suffix,"('-ule', '#ák')"
-ule,-ulík,N,N,ík,suffix,"('-ule', '#ík')"
dna,dnavý,N,J,avý,suffix,"('dna', '#avý')"
zploštit,zploštění,V,N,ní,suffix,"('zploštit', '#ní')"
mířit,zamířit,V,V,za,prefix,"('za#', 'mířit')"
bicykl,bicyklový,N,J,ový,suffix,"('bicykl', '#ový')"
pašovat,propašovat,V,V,pro,prefix,"('pro#', 'pašovat')"
pašovat,vpašovat,V,V,v,prefix,"('v#', 'pašovat')"
edice,ediční,N,J,ní,suffix,"('edice', '#ní')"
Žid,Židovka,N,N,ovka,suffix,"('Žid', '#ovka')"
výsada,výsadní,N,J,ní,suffix,"('výsada', '#ní')"
solit,osolit,V,V,o,prefix,"('o#', 'solit')"
solit,přesolit,V,V,pře,prefix,"('pře#', 'solit')"
solit,přisolit,V,V,při,prefix,"('při#', 'solit')"
normální,normálnost,J,N,ost,suffix,"('normální', '#ost')"
předepsat,předepsaný,V,J,aný,suffix,"('před#', 'psát', '#aný')"
balit,vybalit,V,V,vy,prefix,"('vy#', 'balit')"
balit,sbalit,V,V,s,prefix,"('s#', 'balit')"
balit,balík,V,N,ík,suffix,"('balit', '#ík')"
hlíza,hlíznatý,N,J,natý,suffix,"('hlíza', '#natý')"
hlíza,hlízový,N,J,ový,suffix,"('hlíza', '#ový')"
mrknout,mrknutí,V,N,í,suffix,"('mrkat', '#nout', '#í')"
nebohý,nebožák,J,N,ák,suffix,"('nebohý', '#ák')"
fakulta,fakultní,N,J,ní,suffix,"('fakulta', '#ní')"
bledý,bledě,J,R,ě,suffix,"('bledý', '#ě')"
rotovat,rotačka,V,N,ačka,suffix,"('rotovat', '#ačka')"
lampión,lampiónový,N,J,ový,suffix,"('lampión', '#ový')"
prohnaný,prohnanost,J,N,ost,suffix,"('prohnaný', '#ost')"
šišlat,šišlání,V,N,ání,suffix,"('šišlat', '#ání')"
maskovat,demaskovat,V,V,de,prefix,"('de#', 'maska', '#ovat')"
maskovat,odmaskovat,V,V,od,prefix,"('od#', 'maska', '#ovat')"
karát,karátový,N,J,ový,suffix,"('karát', '#ový')"
rekreace,rekreační,N,J,ní,suffix,"('rekreace', '#ní')"
kolébat,kolébka,V,N,ka,suffix,"('kolébat', '#ka')"
pluk,plukovník,N,N,ovník,suffix,"('pluk', '#ov')"
přejmenovat,přejmenování,V,N,ání,suffix,"('pře#', 'jméno', '#ovat', '#ání')"
sporák,sporákový,N,J,ový,suffix,"('spoře', '#it', '#ák', '#ový')"
kosmologie,kosmologický,N,J,cký,suffix,"('kosmolog', '#ie', '#cký')"
přepracovat,přepracování,V,N,ání,suffix,"('pře#', 'pracovat', '#ání')"
trénovat,natrénovat,V,V,na,prefix,"('na#', 'trénovat')"
trénovat,přetrénovat,V,V,pře,prefix,"('pře#', 'trénovat')"
trénovat,vytrénovat,V,V,vy,prefix,"('vy#', 'trénovat')"
